"No.","Time","Source","Destination","Protocol","Length","Info","HID Data"
"18549","83.455829","3.1.1","host","USB","35","URB_INTERRUPT in","0000b124196c0000"
"18551","83.459814","3.1.1","host","USB","35","URB_INTERRUPT in","0000b1243e6c0000"
"18553","83.460773","3.1.1","host","USB","35","URB_INTERRUPT in","00008a243e6c0000"
"18555","83.462778","3.1.1","host","USB","35","URB_INTERRUPT in","00008a24866c0000"
"18557","83.466779","3.1.1","host","USB","35","URB_INTERRUPT in","00008a24aa6c0000"
"18559","83.468774","3.1.1","host","USB","35","URB_INTERRUPT in","00007724aa6c0000"
"18561","83.469773","3.1.1","host","USB","35","URB_INTERRUPT in","00007724ce6c0000"
"18563","83.473766","3.1.1","host","USB","35","URB_INTERRUPT in","00006324f36c0000"
"18565","83.476761","3.1.1","host","USB","35","URB_INTERRUPT in","00006324176d0000"
"18567","83.480769","3.1.1","host","USB","35","URB_INTERRUPT in","00005024176d0000"
"18569","83.481763","3.1.1","host","USB","35","URB_INTERRUPT in","000050245f6d0000"
"18571","83.484784","3.1.1","host","USB","35","URB_INTERRUPT in","00005024846d0000"
"18573","83.485757","3.1.1","host","USB","35","URB_INTERRUPT in","00003c24846d0000"
"18575","83.488792","3.1.1","host","USB","35","URB_INTERRUPT in","00003c24a86d0000"
"18577","83.490769","3.1.1","host","USB","35","URB_INTERRUPT in","00002924a86d0000"
"18579","83.491757","3.1.1","host","USB","35","URB_INTERRUPT in","00002924f06d0000"
"18581","83.494771","3.1.1","host","USB","35","URB_INTERRUPT in","00000224f06d0000"
"18583","83.495762","3.1.1","host","USB","35","URB_INTERRUPT in","00000224156e0000"
"18585","83.498793","3.1.1","host","USB","35","URB_INTERRUPT in","0000ee23156e0000"
"18587","83.499761","3.1.1","host","USB","35","URB_INTERRUPT in","0000ee23396e0000"
"18589","83.502805","3.1.1","host","USB","35","URB_INTERRUPT in","0000db23816e0000"
"18591","83.506774","3.1.1","host","USB","35","URB_INTERRUPT in","0000c723a66e0000"
"18593","83.510765","3.1.1","host","USB","35","URB_INTERRUPT in","0000c723ca6e0000"
"18595","83.511769","3.1.1","host","USB","35","URB_INTERRUPT in","0000a123ca6e0000"
"18597","83.514780","3.1.1","host","USB","35","URB_INTERRUPT in","00008d23ee6e0000"
"18599","83.517777","3.1.1","host","USB","35","URB_INTERRUPT in","00008d23126f0000"
"18601","83.518763","3.1.1","host","USB","35","URB_INTERRUPT in","00007a23126f0000"
"18603","83.521798","3.1.1","host","USB","35","URB_INTERRUPT in","00005323376f0000"
"18605","83.524795","3.1.1","host","USB","35","URB_INTERRUPT in","000053235b6f0000"
"18607","83.525764","3.1.1","host","USB","35","URB_INTERRUPT in","00003f235b6f0000"
"18609","83.526761","3.1.1","host","USB","35","URB_INTERRUPT in","00003f23a36f0000"
"18611","83.528772","3.1.1","host","USB","35","URB_INTERRUPT in","00002c23a36f0000"
"18613","83.530764","3.1.1","host","USB","35","URB_INTERRUPT in","00002c23c86f0000"
"18615","83.532776","3.1.1","host","USB","35","URB_INTERRUPT in","00000523ec6f0000"
"18617","83.536772","3.1.1","host","USB","35","URB_INTERRUPT in","0000f12234700000"
"18619","83.538777","3.1.1","host","USB","35","URB_INTERRUPT in","0000f12259700000"
"18621","83.540772","3.1.1","host","USB","35","URB_INTERRUPT in","0000de2259700000"
"18623","83.541777","3.1.1","host","USB","35","URB_INTERRUPT in","0000de227d700000"
"18625","83.544782","3.1.1","host","USB","35","URB_INTERRUPT in","0000ca22a1700000"
"18627","83.548839","3.1.1","host","USB","35","URB_INTERRUPT in","0000b722c5700000"
"18629","83.550788","3.1.1","host","USB","35","URB_INTERRUPT in","0000b722ea700000"
"18631","83.553771","3.1.1","host","USB","35","URB_INTERRUPT in","0000a322ea700000"
"18633","83.554768","3.1.1","host","USB","35","URB_INTERRUPT in","0000a32232710000"
"18635","83.556765","3.1.1","host","USB","35","URB_INTERRUPT in","0000a32256710000"
"18637","83.559769","3.1.1","host","USB","35","URB_INTERRUPT in","0000902256710000"
"18639","83.560808","3.1.1","host","USB","35","URB_INTERRUPT in","000090227b710000"
"18641","83.562793","3.1.1","host","USB","35","URB_INTERRUPT in","00009022c3710000"
"18643","83.566793","3.1.1","host","USB","35","URB_INTERRUPT in","00007d22e7710000"
"18645","83.568801","3.1.1","host","USB","35","URB_INTERRUPT in","00007d220c720000"
"18647","83.571837","3.1.1","host","USB","35","URB_INTERRUPT in","0000692230720000"
"18649","83.574821","3.1.1","host","USB","35","URB_INTERRUPT in","0000692254720000"
"18651","83.577788","3.1.1","host","USB","35","URB_INTERRUPT in","0000692278720000"
"18653","83.579767","3.1.1","host","USB","35","URB_INTERRUPT in","0000562278720000"
"18655","83.580774","3.1.1","host","USB","35","URB_INTERRUPT in","000056229d720000"
"18657","83.582797","3.1.1","host","USB","35","URB_INTERRUPT in","00005622e5720000"
"18659","83.584778","3.1.1","host","USB","35","URB_INTERRUPT in","00002f22e5720000"
"18661","83.586775","3.1.1","host","USB","35","URB_INTERRUPT in","00002f2209730000"
"18663","83.588788","3.1.1","host","USB","35","URB_INTERRUPT in","00002f222e730000"
"18665","83.591823","3.1.1","host","USB","35","URB_INTERRUPT in","00001b2252730000"
"18667","83.593800","3.1.1","host","USB","35","URB_INTERRUPT in","00001b2276730000"
"18669","83.596791","3.1.1","host","USB","35","URB_INTERRUPT in","00001b229a730000"
"18671","83.598804","3.1.1","host","USB","35","URB_INTERRUPT in","00000822bf730000"
"18673","83.601821","3.1.1","host","USB","35","URB_INTERRUPT in","00000822e3730000"
"18675","83.603788","3.1.1","host","USB","35","URB_INTERRUPT in","0000f421e3730000"
"18677","83.604792","3.1.1","host","USB","35","URB_INTERRUPT in","0000f4212b740000"
"18679","83.607803","3.1.1","host","USB","35","URB_INTERRUPT in","0000f42150740000"
"18681","83.609787","3.1.1","host","USB","35","URB_INTERRUPT in","0000f42174740000"
"18683","83.610979","3.1.1","host","USB","35","URB_INTERRUPT in","0000e12174740000"
"18685","83.611805","3.1.1","host","USB","35","URB_INTERRUPT in","0000e121bc740000"
"18687","83.614799","3.1.1","host","USB","35","URB_INTERRUPT in","0000e121e1740000"
"18689","83.616779","3.1.1","host","USB","35","URB_INTERRUPT in","0000cd2105750000"
"18691","83.619815","3.1.1","host","USB","35","URB_INTERRUPT in","0000cd2129750000"
"18693","83.620777","3.1.1","host","USB","35","URB_INTERRUPT in","0000a62129750000"
"18695","83.621778","3.1.1","host","USB","35","URB_INTERRUPT in","0000a62172750000"
"18697","83.624838","3.1.1","host","USB","35","URB_INTERRUPT in","0000a62196750000"
"18699","83.625793","3.1.1","host","USB","35","URB_INTERRUPT in","0000932196750000"
"18701","83.626778","3.1.1","host","USB","35","URB_INTERRUPT in","00009321de750000"
"18703","83.629825","3.1.1","host","USB","35","URB_INTERRUPT in","0000932103760000"
"18705","83.630779","3.1.1","host","USB","35","URB_INTERRUPT in","00007f2103760000"
"18707","83.632781","3.1.1","host","USB","35","URB_INTERRUPT in","00007f214b760000"
"18709","83.634780","3.1.1","host","USB","35","URB_INTERRUPT in","00007f216f760000"
"18711","83.636779","3.1.1","host","USB","35","URB_INTERRUPT in","00006c216f760000"
"18713","83.637789","3.1.1","host","USB","35","URB_INTERRUPT in","00006c2194760000"
"18715","83.640794","3.1.1","host","USB","35","URB_INTERRUPT in","00006c21dc760000"
"18717","83.644785","3.1.1","host","USB","35","URB_INTERRUPT in","00006c2100770000"
"18719","83.645822","3.1.1","host","USB","35","URB_INTERRUPT in","0000452100770000"
"18721","83.647797","3.1.1","host","USB","35","URB_INTERRUPT in","0000452125770000"
"18723","83.653843","3.1.1","host","USB","35","URB_INTERRUPT in","0000452149770000"
"18725","83.656826","3.1.1","host","USB","35","URB_INTERRUPT in","000045216d770000"
"18727","83.663462","3.1.1","host","USB","35","URB_INTERRUPT in","0000452191770000"
"18729","83.663518","3.1.1","host","USB","35","URB_INTERRUPT in","0000322191770000"
"18731","83.664770","3.1.1","host","USB","35","URB_INTERRUPT in","00003221b6770000"
"18733","83.667771","3.1.1","host","USB","35","URB_INTERRUPT in","00003221da770000"
"18735","83.671814","3.1.1","host","USB","35","URB_INTERRUPT in","00003221fe770000"
"18737","83.673799","3.1.1","host","USB","35","URB_INTERRUPT in","0000322122780000"
"18739","83.678809","3.1.1","host","USB","35","URB_INTERRUPT in","0000322147780000"
"18741","83.681796","3.1.1","host","USB","35","URB_INTERRUPT in","000032216b780000"
"18743","83.684792","3.1.1","host","USB","35","URB_INTERRUPT in","000045216b780000"
"18745","83.685834","3.1.1","host","USB","35","URB_INTERRUPT in","00004521b3780000"
"18747","83.688802","3.1.1","host","USB","35","URB_INTERRUPT in","00005821d8780000"
"18749","83.692811","3.1.1","host","USB","35","URB_INTERRUPT in","00005821fc780000"
"18751","83.695778","3.1.1","host","USB","35","URB_INTERRUPT in","0000582120790000"
"18753","83.697763","3.1.1","host","USB","35","URB_INTERRUPT in","00007f2120790000"
"18755","83.701797","3.1.1","host","USB","35","URB_INTERRUPT in","00007f2144790000"
"18757","83.704779","3.1.1","host","USB","35","URB_INTERRUPT in","0000932144790000"
"18759","83.705781","3.1.1","host","USB","35","URB_INTERRUPT in","0000932169790000"
"18761","83.710767","3.1.1","host","USB","35","URB_INTERRUPT in","00009321b1790000"
"18763","83.714820","3.1.1","host","USB","35","URB_INTERRUPT in","0000a621b1790000"
"18765","83.716782","3.1.1","host","USB","35","URB_INTERRUPT in","0000a621d5790000"
"18767","83.718763","3.1.1","host","USB","35","URB_INTERRUPT in","0000ba21d5790000"
"18769","83.719765","3.1.1","host","USB","35","URB_INTERRUPT in","0000ba21f9790000"
"18771","83.727830","3.1.1","host","USB","35","URB_INTERRUPT in","0000cd21f9790000"
"18773","83.730808","3.1.1","host","USB","35","URB_INTERRUPT in","0000cd211e7a0000"
"18775","83.731786","3.1.1","host","USB","35","URB_INTERRUPT in","0000e1211e7a0000"
"18777","83.736827","3.1.1","host","USB","35","URB_INTERRUPT in","0000f421427a0000"
"18779","83.739775","3.1.1","host","USB","35","URB_INTERRUPT in","00000822427a0000"
"18781","83.743798","3.1.1","host","USB","35","URB_INTERRUPT in","00001b22427a0000"
"18783","83.745770","3.1.1","host","USB","35","URB_INTERRUPT in","00004222667a0000"
"18785","83.747784","3.1.1","host","USB","35","URB_INTERRUPT in","00005622667a0000"
"18787","83.749775","3.1.1","host","USB","35","URB_INTERRUPT in","00006922667a0000"
"18789","83.750780","3.1.1","host","USB","35","URB_INTERRUPT in","00006922af7a0000"
"18791","83.752793","3.1.1","host","USB","35","URB_INTERRUPT in","00007d22af7a0000"
"18793","83.753763","3.1.1","host","USB","35","URB_INTERRUPT in","0000a322af7a0000"
"18795","83.755776","3.1.1","host","USB","35","URB_INTERRUPT in","0000b722d37a0000"
"18797","83.757766","3.1.1","host","USB","35","URB_INTERRUPT in","0000ca22d37a0000"
"18799","83.758761","3.1.1","host","USB","35","URB_INTERRUPT in","0000f122d37a0000"
"18801","83.760759","3.1.1","host","USB","35","URB_INTERRUPT in","00000523d37a0000"
"18803","83.761760","3.1.1","host","USB","35","URB_INTERRUPT in","00002c231b7b0000"
"18805","83.762783","3.1.1","host","USB","35","URB_INTERRUPT in","000053231b7b0000"
"18807","83.765535","3.1.1","host","USB","35","URB_INTERRUPT in","000066231b7b0000"
"18809","83.765768","3.1.1","host","USB","35","URB_INTERRUPT in","00007a231b7b0000"
"18811","83.767761","3.1.1","host","USB","35","URB_INTERRUPT in","0000a1231b7b0000"
"18813","83.768760","3.1.1","host","USB","35","URB_INTERRUPT in","0000b423407b0000"
"18815","83.770757","3.1.1","host","USB","35","URB_INTERRUPT in","0000db23407b0000"
"18817","83.771756","3.1.1","host","USB","35","URB_INTERRUPT in","0000ee23407b0000"
"18819","83.772759","3.1.1","host","USB","35","URB_INTERRUPT in","00001524887b0000"
"18821","83.774777","3.1.1","host","USB","35","URB_INTERRUPT in","00003c24887b0000"
"18823","83.775766","3.1.1","host","USB","35","URB_INTERRUPT in","00007724887b0000"
"18825","83.776760","3.1.1","host","USB","35","URB_INTERRUPT in","00009e24887b0000"
"18827","83.777758","3.1.1","host","USB","35","URB_INTERRUPT in","0000c524d17b0000"
"18829","83.779779","3.1.1","host","USB","35","URB_INTERRUPT in","0000ec24d17b0000"
"18831","83.780763","3.1.1","host","USB","35","URB_INTERRUPT in","0000ff24d17b0000"
"18833","83.781762","3.1.1","host","USB","35","URB_INTERRUPT in","00002625197c0000"
"18835","83.782762","3.1.1","host","USB","35","URB_INTERRUPT in","00004d25197c0000"
"18837","83.783764","3.1.1","host","USB","35","URB_INTERRUPT in","00007425197c0000"
"18839","83.785764","3.1.1","host","USB","35","URB_INTERRUPT in","0000ae25197c0000"
"18841","83.787765","3.1.1","host","USB","35","URB_INTERRUPT in","0000c225627c0000"
"18843","83.788752","3.1.1","host","USB","35","URB_INTERRUPT in","0000e925627c0000"
"18845","83.790754","3.1.1","host","USB","35","URB_INTERRUPT in","0000fc25627c0000"
"18847","83.791759","3.1.1","host","USB","35","URB_INTERRUPT in","00002326627c0000"
"18849","83.792783","3.1.1","host","USB","35","URB_INTERRUPT in","00003726627c0000"
"18851","83.793771","3.1.1","host","USB","35","URB_INTERRUPT in","00005d26867c0000"
"18853","83.795764","3.1.1","host","USB","35","URB_INTERRUPT in","00008426867c0000"
"18855","83.796761","3.1.1","host","USB","35","URB_INTERRUPT in","00009826867c0000"
"18857","83.798766","3.1.1","host","USB","35","URB_INTERRUPT in","0000bf26ce7c0000"
"18859","83.799762","3.1.1","host","USB","35","URB_INTERRUPT in","0000d226ce7c0000"
"18861","83.801796","3.1.1","host","USB","35","URB_INTERRUPT in","0000f926ce7c0000"
"18863","83.802754","3.1.1","host","USB","35","URB_INTERRUPT in","00000d27ce7c0000"
"18865","83.803764","3.1.1","host","USB","35","URB_INTERRUPT in","00000d27177d0000"
"18867","83.804757","3.1.1","host","USB","35","URB_INTERRUPT in","00003427177d0000"
"18869","83.805757","3.1.1","host","USB","35","URB_INTERRUPT in","00004727177d0000"
"18871","83.806758","3.1.1","host","USB","35","URB_INTERRUPT in","000047273b7d0000"
"18873","83.807755","3.1.1","host","USB","35","URB_INTERRUPT in","00006e273b7d0000"
"18875","83.808758","3.1.1","host","USB","35","URB_INTERRUPT in","000095273b7d0000"
"18877","83.811788","3.1.1","host","USB","35","URB_INTERRUPT in","0000cf273b7d0000"
"18879","83.813765","3.1.1","host","USB","35","URB_INTERRUPT in","0000cf275f7d0000"
"18881","83.814760","3.1.1","host","USB","35","URB_INTERRUPT in","0000e3275f7d0000"
"18883","83.816770","3.1.1","host","USB","35","URB_INTERRUPT in","0000f627a87d0000"
"18885","83.817758","3.1.1","host","USB","35","URB_INTERRUPT in","00001d28a87d0000"
"18887","83.819795","3.1.1","host","USB","35","URB_INTERRUPT in","00003128a87d0000"
"18889","83.820756","3.1.1","host","USB","35","URB_INTERRUPT in","00005828a87d0000"
"18891","83.821762","3.1.1","host","USB","35","URB_INTERRUPT in","00005828f07d0000"
"18893","83.822756","3.1.1","host","USB","35","URB_INTERRUPT in","00006b28f07d0000"
"18895","83.824802","3.1.1","host","USB","35","URB_INTERRUPT in","00009228f07d0000"
"18897","83.828649","3.1.1","host","USB","35","URB_INTERRUPT in","0000a628157e0000"
"18899","83.828692","3.1.1","host","USB","35","URB_INTERRUPT in","0000b928157e0000"
"18901","83.829763","3.1.1","host","USB","35","URB_INTERRUPT in","0000e028157e0000"
"18903","83.831763","3.1.1","host","USB","35","URB_INTERRUPT in","0000f328397e0000"
"18905","83.833779","3.1.1","host","USB","35","URB_INTERRUPT in","00000729397e0000"
"18907","83.835792","3.1.1","host","USB","35","URB_INTERRUPT in","00001a29397e0000"
"18909","83.837757","3.1.1","host","USB","35","URB_INTERRUPT in","00002e29397e0000"
"18911","83.839792","3.1.1","host","USB","35","URB_INTERRUPT in","00002e295d7e0000"
"18913","83.840760","3.1.1","host","USB","35","URB_INTERRUPT in","000055295d7e0000"
"18915","83.842813","3.1.1","host","USB","35","URB_INTERRUPT in","000068295d7e0000"
"18917","83.844784","3.1.1","host","USB","35","URB_INTERRUPT in","00007c295d7e0000"
"18919","83.845751","3.1.1","host","USB","35","URB_INTERRUPT in","00007c29a67e0000"
"18921","83.847762","3.1.1","host","USB","35","URB_INTERRUPT in","0000a329a67e0000"
"18923","83.850776","3.1.1","host","USB","35","URB_INTERRUPT in","0000b629a67e0000"
"18925","83.852795","3.1.1","host","USB","35","URB_INTERRUPT in","0000b629ca7e0000"
"18927","83.853750","3.1.1","host","USB","35","URB_INTERRUPT in","0000ca29ca7e0000"
"18929","83.856783","3.1.1","host","USB","35","URB_INTERRUPT in","0000dd29ca7e0000"
"18931","83.859766","3.1.1","host","USB","35","URB_INTERRUPT in","0000f129ca7e0000"
"18933","83.863800","3.1.1","host","USB","35","URB_INTERRUPT in","0000042aca7e0000"
"18935","83.866785","3.1.1","host","USB","35","URB_INTERRUPT in","0000172aca7e0000"
"18937","83.870775","3.1.1","host","USB","35","URB_INTERRUPT in","00002b2aca7e0000"
"18939","83.873781","3.1.1","host","USB","35","URB_INTERRUPT in","00003e2aca7e0000"
"18941","83.878796","3.1.1","host","USB","35","URB_INTERRUPT in","0000522aca7e0000"
"18943","83.882802","3.1.1","host","USB","35","URB_INTERRUPT in","0000652aca7e0000"
"18945","83.887761","3.1.1","host","USB","35","URB_INTERRUPT in","0000792aca7e0000"
"18947","83.890761","3.1.1","host","USB","35","URB_INTERRUPT in","00008c2aca7e0000"
"18949","83.894788","3.1.1","host","USB","35","URB_INTERRUPT in","0000a02aca7e0000"
"18951","83.898781","3.1.1","host","USB","35","URB_INTERRUPT in","0000b32aca7e0000"
"18953","83.902783","3.1.1","host","USB","35","URB_INTERRUPT in","0000c72aca7e0000"
"18955","83.910402","3.1.1","host","USB","35","URB_INTERRUPT in","0000da2aca7e0000"
"18957","83.915494","3.1.1","host","USB","35","URB_INTERRUPT in","0000ee2aca7e0000"
"18959","83.917436","3.1.1","host","USB","35","URB_INTERRUPT in","0000012bca7e0000"
"18961","83.918774","3.1.1","host","USB","35","URB_INTERRUPT in","0000152bca7e0000"
"18963","83.923637","3.1.1","host","USB","35","URB_INTERRUPT in","0000282bca7e0000"
"18965","83.927810","3.1.1","host","USB","35","URB_INTERRUPT in","00003c2bca7e0000"
"18967","83.931799","3.1.1","host","USB","35","URB_INTERRUPT in","00004f2bca7e0000"
"18969","83.936766","3.1.1","host","USB","35","URB_INTERRUPT in","0000622bca7e0000"
"18971","83.941919","3.1.1","host","USB","35","URB_INTERRUPT in","0000762bca7e0000"
"18973","83.946771","3.1.1","host","USB","35","URB_INTERRUPT in","0000892bca7e0000"
"18975","83.952779","3.1.1","host","USB","35","URB_INTERRUPT in","00009d2ba67e0000"
"18977","83.959810","3.1.1","host","USB","35","URB_INTERRUPT in","0000b02ba67e0000"
"18979","83.962808","3.1.1","host","USB","35","URB_INTERRUPT in","0000c42ba67e0000"
"18981","83.970778","3.1.1","host","USB","35","URB_INTERRUPT in","0000d72ba67e0000"
"18983","83.973768","3.1.1","host","USB","35","URB_INTERRUPT in","0000eb2ba67e0000"
"18985","83.974769","3.1.1","host","USB","35","URB_INTERRUPT in","0000eb2b5d7e0000"
"18987","83.979818","3.1.1","host","USB","35","URB_INTERRUPT in","0000122c5d7e0000"
"18989","83.980767","3.1.1","host","USB","35","URB_INTERRUPT in","0000122c397e0000"
"18991","83.983817","3.1.1","host","USB","35","URB_INTERRUPT in","0000252c397e0000"
"18993","83.990782","3.1.1","host","USB","35","URB_INTERRUPT in","0000392c397e0000"
"18995","83.994820","3.1.1","host","USB","35","URB_INTERRUPT in","0000392c157e0000"
"18997","83.995771","3.1.1","host","USB","35","URB_INTERRUPT in","00004c2c157e0000"
"18999","83.998820","3.1.1","host","USB","35","URB_INTERRUPT in","0000732c157e0000"
"19001","84.000765","3.1.1","host","USB","35","URB_INTERRUPT in","0000732cf07d0000"
"19003","84.002813","3.1.1","host","USB","35","URB_INTERRUPT in","0000872cf07d0000"
"19005","84.003771","3.1.1","host","USB","35","URB_INTERRUPT in","00009a2cf07d0000"
"19007","84.006765","3.1.1","host","USB","35","URB_INTERRUPT in","0000ad2ccc7d0000"
"19009","84.008811","3.1.1","host","USB","35","URB_INTERRUPT in","0000d42ccc7d0000"
"19011","84.010779","3.1.1","host","USB","35","URB_INTERRUPT in","0000e82ccc7d0000"
"19013","84.013792","3.1.1","host","USB","35","URB_INTERRUPT in","0000fb2c847d0000"
"19015","84.016791","3.1.1","host","USB","35","URB_INTERRUPT in","00000f2d847d0000"
"19017","84.017783","3.1.1","host","USB","35","URB_INTERRUPT in","00000f2d5f7d0000"
"19019","84.018783","3.1.1","host","USB","35","URB_INTERRUPT in","0000222d5f7d0000"
"19021","84.020788","3.1.1","host","USB","35","URB_INTERRUPT in","0000492d5f7d0000"
"19023","84.023780","3.1.1","host","USB","35","URB_INTERRUPT in","00005d2d3b7d0000"
"19025","84.025805","3.1.1","host","USB","35","URB_INTERRUPT in","0000702d3b7d0000"
"19027","84.027828","3.1.1","host","USB","35","URB_INTERRUPT in","0000702d177d0000"
"19029","84.028759","3.1.1","host","USB","35","URB_INTERRUPT in","0000842d177d0000"
"19031","84.031233","3.1.1","host","USB","35","URB_INTERRUPT in","0000ab2d177d0000"
"19033","84.033784","3.1.1","host","USB","35","URB_INTERRUPT in","0000be2d177d0000"
"19035","84.035795","3.1.1","host","USB","35","URB_INTERRUPT in","0000be2df37c0000"
"19037","84.036767","3.1.1","host","USB","35","URB_INTERRUPT in","0000d12df37c0000"
"19039","84.039792","3.1.1","host","USB","35","URB_INTERRUPT in","0000f82df37c0000"
"19041","84.042802","3.1.1","host","USB","35","URB_INTERRUPT in","00000c2ef37c0000"
"19043","84.044793","3.1.1","host","USB","35","URB_INTERRUPT in","00000c2ece7c0000"
"19045","84.046331","3.1.1","host","USB","35","URB_INTERRUPT in","00001f2ece7c0000"
"19047","84.049783","3.1.1","host","USB","35","URB_INTERRUPT in","0000332eaa7c0000"
"19049","84.052785","3.1.1","host","USB","35","URB_INTERRUPT in","0000462eaa7c0000"
"19051","84.055789","3.1.1","host","USB","35","URB_INTERRUPT in","00005a2eaa7c0000"
"19053","84.059810","3.1.1","host","USB","35","URB_INTERRUPT in","00005a2e867c0000"
"19055","84.061771","3.1.1","host","USB","35","URB_INTERRUPT in","00006d2e867c0000"
"19057","84.064798","3.1.1","host","USB","35","URB_INTERRUPT in","0000812e867c0000"
"19059","84.070784","3.1.1","host","USB","35","URB_INTERRUPT in","0000812e627c0000"
"19061","84.074796","3.1.1","host","USB","35","URB_INTERRUPT in","0000942e627c0000"
"19063","84.082795","3.1.1","host","USB","35","URB_INTERRUPT in","0000a82e627c0000"
"19065","84.270082","3.1.1","host","USB","35","URB_INTERRUPT in","0000942e627c0000"
"19067","84.271819","3.1.1","host","USB","35","URB_INTERRUPT in","0000942e867c0000"
"19069","84.295360","3.1.1","host","USB","35","URB_INTERRUPT in","0000942e867c0000"
"19073","84.318049","3.1.1","host","USB","35","URB_INTERRUPT in","0000942e867c0000"
"19077","84.390194","3.1.1","host","USB","35","URB_INTERRUPT in","0000942e867c0000"
"19079","84.483944","3.1.1","host","USB","35","URB_INTERRUPT in","0000942e867c0000"
"19081","84.499903","3.1.1","host","USB","35","URB_INTERRUPT in","0000812e867c0000"
"19083","84.503875","3.1.1","host","USB","35","URB_INTERRUPT in","00006d2e867c0000"
"19085","84.508038","3.1.1","host","USB","35","URB_INTERRUPT in","00005a2e867c0000"
"19087","84.510855","3.1.1","host","USB","35","URB_INTERRUPT in","0000462e867c0000"
"19089","84.513831","3.1.1","host","USB","35","URB_INTERRUPT in","0000332e867c0000"
"19091","84.516785","3.1.1","host","USB","35","URB_INTERRUPT in","00001f2e867c0000"
"19093","84.520767","3.1.1","host","USB","35","URB_INTERRUPT in","00000c2e627c0000"
"19095","84.523757","3.1.1","host","USB","35","URB_INTERRUPT in","0000f82d627c0000"
"19097","84.525787","3.1.1","host","USB","35","URB_INTERRUPT in","0000e52d627c0000"
"19099","84.529800","3.1.1","host","USB","35","URB_INTERRUPT in","0000d12d627c0000"
"19101","84.531756","3.1.1","host","USB","35","URB_INTERRUPT in","0000be2d627c0000"
"19103","84.533755","3.1.1","host","USB","35","URB_INTERRUPT in","0000be2d3d7c0000"
"19105","84.534748","3.1.1","host","USB","35","URB_INTERRUPT in","0000ab2d3d7c0000"
"19107","84.536771","3.1.1","host","USB","35","URB_INTERRUPT in","0000842d3d7c0000"
"19109","84.539789","3.1.1","host","USB","35","URB_INTERRUPT in","0000702d3d7c0000"
"19111","84.541778","3.1.1","host","USB","35","URB_INTERRUPT in","00005d2d3d7c0000"
"19113","84.544792","3.1.1","host","USB","35","URB_INTERRUPT in","0000492d3d7c0000"
"19115","84.545749","3.1.1","host","USB","35","URB_INTERRUPT in","0000492d197c0000"
"19117","84.546749","3.1.1","host","USB","35","URB_INTERRUPT in","0000362d197c0000"
"19119","84.547747","3.1.1","host","USB","35","URB_INTERRUPT in","00000f2d197c0000"
"19121","84.549762","3.1.1","host","USB","35","URB_INTERRUPT in","0000fb2c197c0000"
"19123","84.550749","3.1.1","host","USB","35","URB_INTERRUPT in","0000fb2cf57b0000"
"19125","84.551752","3.1.1","host","USB","35","URB_INTERRUPT in","0000d42cf57b0000"
"19127","84.553757","3.1.1","host","USB","35","URB_INTERRUPT in","0000c12cf57b0000"
"19129","84.554755","3.1.1","host","USB","35","URB_INTERRUPT in","00009a2cf57b0000"
"19131","84.555750","3.1.1","host","USB","35","URB_INTERRUPT in","00009a2cac7b0000"
"19133","84.556747","3.1.1","host","USB","35","URB_INTERRUPT in","0000872cac7b0000"
"19135","84.558773","3.1.1","host","USB","35","URB_INTERRUPT in","0000602cac7b0000"
"19137","84.560883","3.1.1","host","USB","35","URB_INTERRUPT in","00004c2c887b0000"
"19139","84.562752","3.1.1","host","USB","35","URB_INTERRUPT in","0000392c887b0000"
"19141","84.563750","3.1.1","host","USB","35","URB_INTERRUPT in","0000122c887b0000"
"19143","84.564747","3.1.1","host","USB","35","URB_INTERRUPT in","0000122c407b0000"
"19145","84.565753","3.1.1","host","USB","35","URB_INTERRUPT in","0000fe2b407b0000"
"19147","84.566754","3.1.1","host","USB","35","URB_INTERRUPT in","0000d72b407b0000"
"19149","84.567747","3.1.1","host","USB","35","URB_INTERRUPT in","0000d72bf77a0000"
"19151","84.568748","3.1.1","host","USB","35","URB_INTERRUPT in","0000b02bf77a0000"
"19153","84.569750","3.1.1","host","USB","35","URB_INTERRUPT in","0000b02bd37a0000"
"19155","84.570750","3.1.1","host","USB","35","URB_INTERRUPT in","00009d2bd37a0000"
"19157","84.571747","3.1.1","host","USB","35","URB_INTERRUPT in","0000762bd37a0000"
"19159","84.572745","3.1.1","host","USB","35","URB_INTERRUPT in","00004f2bd37a0000"
"19161","84.573749","3.1.1","host","USB","35","URB_INTERRUPT in","00004f2b8a7a0000"
"19163","84.574746","3.1.1","host","USB","35","URB_INTERRUPT in","00003c2b8a7a0000"
"19165","84.575749","3.1.1","host","USB","35","URB_INTERRUPT in","00003c2b667a0000"
"19167","84.576760","3.1.1","host","USB","35","URB_INTERRUPT in","0000152b667a0000"
"19169","84.577753","3.1.1","host","USB","35","URB_INTERRUPT in","0000ee2a667a0000"
"19171","84.578751","3.1.1","host","USB","35","URB_INTERRUPT in","0000ee2a1e7a0000"
"19173","84.579755","3.1.1","host","USB","35","URB_INTERRUPT in","0000da2a1e7a0000"
"19175","84.580748","3.1.1","host","USB","35","URB_INTERRUPT in","0000b32ad5790000"
"19177","84.581751","3.1.1","host","USB","35","URB_INTERRUPT in","00008c2ad5790000"
"19179","84.582744","3.1.1","host","USB","35","URB_INTERRUPT in","00008c2a8d790000"
